"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13"
"0.01 0.01 0.01" "interval" 3 "IN/Gene100_6.csv" "TRUE" 604 13.7973166664441 26 6 "p`= 0.2" "P = 1.5" 2017-05-23 17:31:50 " [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
